Date,Close,Volume,VIX_Close,Unemployment,Google_Sentiment_Index,SP500_Returns,VIX_Change,VIX_Norm,Google_Norm,Unemp_Norm,Mood_Index,Mood_Zone
2004-08-13,1095.1700439453125,6336700000,16.229999542236328,5.4,13.0,0.018014672174973212,-0.10033266526794438,0.10520059739408555,0.07446808510638299,0.17543859649122812,0.11836909299723221,Calm
2004-08-20,1104.9599609375,5755900000,14.979999542236328,5.4,13.0,0.008939175287263845,-0.07701787031768226,0.08662704539413407,0.07446808510638299,0.17543859649122812,0.11217790899724839,Calm
2004-08-27,1105.9100341796875,4992400000,14.90999984741211,5.4,13.0,0.0008598259446264134,-0.004672876966841932,0.0855869310166954,0.07446808510638299,0.17543859649122812,0.11183120420476883,Calm
2004-09-03,1116.27001953125,4503270000,14.0600004196167,5.4,21.0,0.009367837374987698,-0.05700868118673674,0.07295692415902574,0.1595744680851064,0.17543859649122812,0.1359899962451201,Calm
2004-09-10,1120.3699951171875,6392800000,14.640000343322754,5.4,21.0,0.0036729245739837157,0.041251771436424,0.08157505115336358,0.1595744680851064,0.17543859649122812,0.13886270524323271,Calm
2004-09-17,1113.56005859375,6439000000,14.739999771118164,5.4,21.0,-0.006078292486514814,0.00683056184769959,0.08306092681106234,0.1595744680851064,0.17543859649122812,0.1393579971291323,Calm
2004-09-24,1114.800048828125,6604700000,13.210000038146973,5.4,21.0,0.001113536916851121,-0.10379916938459532,0.060326903130860504,0.1595744680851064,0.17543859649122812,0.13177998923573167,Calm
2004-10-01,1142.050048828125,7699300000,13.279999732971191,5.5,29.0,0.024443845359215066,0.005298992779869671,0.061367017508299176,0.2446808510638298,0.18421052631578944,0.16341946496263945,Calm
2004-10-08,1113.6500244140625,6549200000,15.420000076293944,5.5,29.0,-0.024867583030362073,0.16114460740609982,0.09316494363359451,0.2446808510638298,0.18421052631578944,0.17401877367107124,Calm
2004-10-15,1103.6600341796875,7931100000,14.850000381469728,5.5,29.0,-0.00897049343632994,-0.03696496057094767,0.08469540845617529,0.2446808510638298,0.18421052631578944,0.17119559527859818,Calm
2004-10-22,1125.4000244140625,7950400000,15.720000267028809,5.5,29.0,0.019698085969501955,0.05858584937443445,0.09762259894768202,0.2446808510638298,0.18421052631578944,0.17550465877576707,Calm
2004-10-29,1143.199951171875,7951400000,14.039999961853027,5.5,29.0,0.015816533118594878,-0.10687024660549282,0.07265974052518864,0.2446808510638298,0.18421052631578944,0.16718370596826929,Calm
2004-11-05,1162.9100341796875,7820900000,13.079999923706056,5.4,34.0,0.01724115102315049,-0.06837607127886836,0.058395252022406086,0.2978723404255319,0.17543859649122812,0.17723539631305538,Calm
2004-11-12,1181.93994140625,7426500000,13.210000038146973,5.4,34.0,0.01636404078324616,0.009938846727766792,0.060326903130860504,0.2978723404255319,0.17543859649122812,0.1778792800158735,Calm
2004-11-19,1181.760009765625,6953900000,12.720000267028809,5.4,34.0,-0.000152234165477938,-0.03709309384581183,0.053046074147798467,0.2978723404255319,0.17543859649122812,0.17545233702151952,Calm
2004-11-26,1191.3699951171875,5209380000,12.970000267028809,5.4,34.0,0.008131926340499973,0.019654087637719586,0.05676078454778877,0.2978723404255319,0.17543859649122812,0.17669057382151623,Calm
2004-12-03,1182.81005859375,7755100000,13.1899995803833,5.4,26.0,-0.00718495224700999,0.01696216721858934,0.060029719497023376,0.21276595744680854,0.17543859649122812,0.14941142447835334,Calm
2004-12-10,1205.719970703125,7744700000,12.350000381469728,5.4,26.0,0.01936905417985102,-0.063684550844327,0.04754830445627231,0.21276595744680854,0.17543859649122812,0.145250952798103,Calm
2004-12-17,1209.5699462890625,8426200000,11.449999809265137,5.4,26.0,0.003193092657901575,-0.07287453800851507,0.03417533851400986,0.21276595744680854,0.17543859649122812,0.1407932974840155,Calm
2004-12-24,1213.449951171875,3787000000,11.619999885559082,5.4,26.0,0.003207755694258241,0.014847168482604145,0.036701342719642926,0.21276595744680854,0.17543859649122812,0.14163529888589318,Calm
2004-12-31,1183.739990234375,6587400000,14.09000015258789,5.4,26.0,-0.024483878308131257,0.2125645689634159,0.0734026854392858,0.21276595744680854,0.17543859649122812,0.15386907979244083,Calm
2005-01-07,1187.699951171875,7588300000,12.5600004196167,5.3,29.0,0.003345296239181561,-0.10858763068857591,0.050668661759083966,0.2446808510638298,0.16666666666666663,0.15400539316319348,Calm
2005-01-14,1184.6300048828125,5941200000,13.18000030517578,5.3,29.0,-0.0025847827020902825,0.04936304656413393,0.059881141850600395,0.2446808510638298,0.16666666666666663,0.1570762198603656,Calm
2005-01-21,1174.0699462890625,8076400000,13.4399995803833,5.3,29.0,-0.00891422515909901,0.019726803428480988,0.06374442989701368,0.2446808510638298,0.16666666666666663,0.15836398254250336,Calm
2005-01-28,1193.18994140625,8165920000,11.65999984741211,5.3,29.0,0.016285226597973157,-0.13244046045724855,0.037295695816821545,0.2446808510638298,0.16666666666666663,0.149547737849106,Calm
2005-02-04,1191.989990234375,7477100000,12.0,5.4,38.0,-0.001005666516481707,0.02915953319359188,0.042347704228087646,0.3404255319148936,0.17543859649122812,0.18607061087806978,Calm
2005-02-11,1210.3399658203125,7361330000,11.100000381469728,5.4,38.0,0.015394404094223546,-0.07499996821085597,0.028974752456320835,0.3404255319148936,0.17543859649122812,0.18161296028748083,Calm
2005-02-18,1190.800048828125,6377350000,12.390000343322754,5.4,38.0,-0.016144155810755456,0.11621620878559091,0.04814265755345093,0.3404255319148936,0.17543859649122812,0.18800226198652423,Calm
2005-02-25,1210.0799560546875,8114510000,12.5,5.4,38.0,0.016190717531071597,0.008878099566520747,0.04977712502806822,0.3404255319148936,0.17543859649122812,0.18854708447806331,Calm
2005-03-04,1207.010009765625,7969950000,12.699999809265137,5.2,37.0,-0.0025369780514931106,0.015999984741210893,0.05274889051396134,0.3297872340425532,0.15789473684210525,0.18014362046620658,Calm
2005-03-11,1188.0699462890625,7657990000,13.489999771118164,5.2,37.0,-0.015691720303330547,0.06220472233997132,0.06448737481111086,0.3297872340425532,0.15789473684210525,0.1840564485652564,Calm
2005-03-18,1172.530029296875,10107080000,14.0600004196167,5.2,37.0,-0.013079968095082606,0.042253569916205214,0.07295692415902574,0.3297872340425532,0.15789473684210525,0.1868796316812281,Calm
2005-03-25,1181.4100341796875,7788300000,13.640000343322754,5.2,37.0,0.007573370967852711,-0.02987198177518935,0.0667162095534024,0.3297872340425532,0.15789473684210525,0.18479939347935362,Calm
2005-04-01,1184.0699462890625,10130890000,13.149999618530272,5.2,41.0,0.002251472420599532,-0.03592380589875532,0.05943536639984473,0.3723404255319149,0.15789473684210525,0.1965568429246216,Calm
2005-04-08,1173.7900390625,9116830000,13.3100004196167,5.2,41.0,-0.008681841185801842,0.012167361652312358,0.06181279295905487,0.3723404255319149,0.15789473684210525,0.19734931844435835,Calm
2005-04-15,1137.5,11585420000,16.920000076293945,5.2,41.0,-0.030916976507557203,0.2712246087803809,0.11545320603353632,0.3723404255319149,0.15789473684210525,0.21522945613585218,Calm
2005-04-22,1156.3800048828125,10260730000,14.869999885559082,5.2,41.0,0.01659780649038467,-0.12115840316141913,0.08499257791951675,0.3723404255319149,0.15789473684210525,0.20507591343117895,Calm
2005-04-29,1175.6500244140625,10998170000,13.850000381469728,5.2,41.0,0.01666408918338469,-0.06859445271952691,0.06983656685621409,0.3723404255319149,0.15789473684210525,0.20002390974341142,Calm
2005-05-06,1171.1099853515625,9285950000,14.449999809265137,5.1,32.0,-0.0038617266773440795,0.04332125713138346,0.07875186331389342,0.2765957446808511,0.14912280701754382,0.1681568050040961,Calm
2005-05-13,1185.56005859375,10194320000,13.630000114440918,5.1,32.0,0.012338784079148235,-0.056747384473904705,0.06656761773648384,0.2765957446808511,0.14912280701754382,0.16409538981162625,Calm
2005-05-20,1190.010009765625,8511960000,12.579999923706056,5.1,32.0,0.0037534590842689397,-0.0770359634569916,0.05096583122242551,0.2765957446808511,0.14912280701754382,0.15889479430694015,Calm
2005-05-27,1202.219970703125,6686320000,12.359999656677246,5.1,32.0,0.010260385070126166,-0.017488097644121292,0.04769688210269524,0.2765957446808511,0.14912280701754382,0.15780514460036338,Calm
2005-06-03,1194.6700439453125,8555290000,12.699999809265137,5.0,17.0,-0.006279987807386811,0.0275081037242757,0.05274889051396134,0.11702127659574467,0.14035087719298245,0.10337368143422948,Calm
2005-06-10,1206.5799560546875,8688240000,11.460000038146973,5.0,17.0,0.00996920628397402,-0.09763777871977108,0.034323930330928426,0.11702127659574467,0.14035087719298245,0.09723202803988518,Calm
2005-06-17,1213.8800048828125,9441890000,11.050000190734863,5.0,17.0,0.006050198987222366,-0.03577660087673129,0.028231807542223625,0.11702127659574467,0.14035087719298245,0.09520132044365025,Calm
2005-06-24,1199.8499755859375,9729030000,11.770000457763672,5.0,17.0,-0.011558003460341526,0.06515839408152324,0.038930177461934445,0.11702127659574467,0.14035087719298245,0.09876744375022052,Calm
2005-07-01,1194.93994140625,7392600000,12.270000457763672,5.0,10.0,-0.004092206758840589,0.04248088195019495,0.04635959826191505,0.04255319148936171,0.14035087719298245,0.07642122231475307,Calm
2005-07-08,1223.2900390625,9444060000,10.84000015258789,5.0,10.0,0.023725123475985432,-0.11654443780162771,0.02511145023941197,0.04255319148936171,0.14035087719298245,0.06933850630725204,Calm
2005-07-15,1235.199951171875,9451830000,10.229999542236328,5.0,10.0,0.009735967537594314,-0.05627311824400061,0.01604754779431844,0.04255319148936171,0.14035087719298245,0.06631720549222087,Calm
2005-07-22,1236.7900390625,9494390000,10.359999656677246,5.0,10.0,0.0012873121385055253,0.01270773414057258,0.017979198902772886,0.04255319148936171,0.14035087719298245,0.06696108919503901,Calm
2005-07-29,1245.0400390625,9551250000,11.829999923706056,5.0,10.0,0.006670493567569213,0.1418919223690671,0.03982170002245461,0.04255319148936171,0.14035087719298245,0.07424192290159959,Calm
2005-08-05,1229.1300048828125,9785480000,12.380000114440918,4.9,10.0,-0.012778732956787109,0.046491985991709006,0.047994065736532365,0.04255319148936171,0.13157894736842107,0.07404206819810505,Calm
2005-08-12,1220.239990234375,8893300000,13.300000190734863,4.9,10.0,-0.007232770018729684,0.07431341419947102,0.061664201142136305,0.04255319148936171,0.13157894736842107,0.07859877999997303,Calm
2005-08-19,1209.5899658203125,8597710000,14.170000076293944,4.9,10.0,-0.008727811331619262,0.06541352429191294,0.07459139163364303,0.04255319148936171,0.13157894736842107,0.08290784349714193,Calm
2005-08-26,1220.3299560546875,8993630000,12.600000381469728,4.9,10.0,0.00887903383614086,-0.11079743728800573,0.05126301485626261,0.04255319148936171,0.13157894736842107,0.0751317179046818,Calm
2005-09-02,1236.3599853515625,7869810000,12.520000457763672,5.0,17.0,0.01313581561883459,-0.006349200101907093,0.05007430866190535,0.11702127659574467,0.14035087719298245,0.10248215415021082,Calm
2005-09-09,1227.1600341796875,9955100000,12.90999984741211,5.0,17.0,-0.007441158951176363,0.031150109855355268,0.05586924781677302,0.11702127659574467,0.14035087719298245,0.1044138005351667,Calm
2005-09-16,1210.199951171875,12175750000,13.789999961853027,5.0,17.0,-0.013820595957681814,0.06816422345793605,0.06894503012519834,0.11702127659574467,0.14035087719298245,0.10877239463797515,Calm
2005-09-23,1216.8900146484375,10503210000,12.630000114440918,5.0,17.0,0.005528064573200764,-0.08411891592610521,0.051708776136522666,0.11702127659574467,0.14035087719298245,0.10302697664174992,Calm
2005-09-30,1196.3900146484375,11259330000,14.550000190734863,5.0,17.0,-0.01684622254536494,0.1520190070385392,0.08023775314208778,0.11702127659574467,0.14035087719298245,0.11253663564360496,Calm
2005-10-07,1177.6800537109375,11904420000,16.219999313354492,5.0,25.0,-0.01563868028687787,0.1147765704967516,0.10505200557716701,0.2021276595744681,0.14035087719298245,0.14917684744820583,Calm
2005-10-14,1195.760009765625,11495260000,13.5,5.0,25.0,0.015352179904649432,-0.16769416945135263,0.06463596662802942,0.2021276595744681,0.14035087719298245,0.13570483446516,Calm
2005-10-21,1191.3800048828125,12066180000,14.59000015258789,5.0,25.0,-0.0036629464499912112,0.08074075204354747,0.0808321062392664,0.2021276595744681,0.14035087719298245,0.14110354766890565,Calm
2005-10-28,1214.760009765625,12448180000,13.479999542236328,5.0,25.0,0.01962430524852743,-0.07607954754919433,0.0643387829941923,0.2021276595744681,0.14035087719298245,0.13560577325388093,Calm
2005-11-04,1220.6500244140625,10934230000,12.800000190734863,5.0,28.0,0.004848706412037718,-0.0504450574624169,0.0542347803421557,0.23404255319148937,0.14035087719298245,0.14287607024220916,Calm
2005-11-11,1231.2099609375,10532330000,12.260000228881836,5.0,28.0,0.00865107632181994,-0.04218749639112507,0.04621100644499648,0.23404255319148937,0.14035087719298245,0.1402014789431561,Calm
2005-11-18,1265.6099853515625,11145500000,10.960000038146973,5.0,28.0,0.027940014705427396,-0.1060359026480564,0.026894509530947824,0.23404255319148937,0.14035087719298245,0.13376264663847323,Calm
2005-11-25,1249.47998046875,7384870000,12.0600004196167,5.0,28.0,-0.012744846413590749,0.1003649979599548,0.043239240959103364,0.23404255319148937,0.14035087719298245,0.1392108904478584,Calm
2005-12-02,1257.3699951171875,11270820000,12.18000030517578,4.9,24.0,0.006314638707118458,0.009950238920712673,0.04502230025063922,0.19148936170212766,0.13157894736842107,0.12269686977372933,Calm
2005-12-09,1272.739990234375,10486680000,10.479999542236328,4.9,24.0,0.012223923886266252,-0.13957312974918823,0.01976225819430874,0.19148936170212766,0.13157894736842107,0.1142768557549525,Calm
2005-12-16,1262.7900390625,11035450000,10.8100004196167,4.9,24.0,-0.007817740660480688,0.03148863471323704,0.024665688959151888,0.19148936170212766,0.13157894736842107,0.11591133267656688,Calm
2005-12-23,1258.1700439453125,6137140000,11.350000381469728,4.9,24.0,-0.003658561577360442,0.04995374106305328,0.032689462856311136,0.19148936170212766,0.13157894736842107,0.11858592397561996,Calm
2005-12-30,1273.4599609375,7895940000,11.369999885559082,4.9,24.0,0.012152504397769714,0.0017620707856542683,0.032986632319652626,0.19148936170212766,0.13157894736842107,0.11868498046340044,Calm
2006-01-06,1294.1800537109375,11960600000,10.9399995803833,4.7,24.0,0.016270706114846156,-0.037818848681073436,0.026597325897110724,0.19148936170212766,0.11403508771929827,0.11070725843951222,Calm
2006-01-13,1277.9300537109375,8938030000,12.25,4.7,24.0,-0.012556212679529888,0.11974410145002956,0.04606241462807795,0.19148936170212766,0.11403508771929827,0.11719562134983463,Calm
2006-01-20,1264.6800537109375,12771680000,12.869999885559082,4.7,24.0,-0.01036832959794931,0.05061223555584338,0.0552748947195944,0.19148936170212766,0.11403508771929827,0.12026644804700677,Calm
2006-01-27,1282.4599609375,13060850000,12.359999656677246,4.7,24.0,0.014058818413709595,-0.039627057763542584,0.04769688210269524,0.19148936170212766,0.11403508771929827,0.11774044384137372,Calm
2006-02-03,1265.6500244140625,11803100000,12.829999923706056,4.8,26.0,-0.01310757219363723,0.038025912628153025,0.05468054162241581,0.21276595744680854,0.12280701754385964,0.13008450553769466,Calm
2006-02-10,1280.0,11337580000,12.3100004196167,4.8,26.0,0.011338028135053246,-0.0405299693828175,0.046953951359093665,0.21276595744680854,0.12280701754385964,0.12750897544992063,Calm
2006-02-17,1292.6700439453125,8706450000,11.880000114440918,4.8,26.0,0.009898471832275435,-0.03493097404696677,0.040564644936551764,0.21276595744680854,0.12280701754385964,0.12537920664240665,Calm
2006-02-24,1291.239990234375,10731720000,11.539999961853027,4.8,26.0,-0.00110627899024629,-0.028619541187932973,0.03551263652528566,0.21276595744680854,0.12280701754385964,0.12369520383865129,Calm
2006-03-03,1278.469970703125,11638650000,12.31999969482422,4.7,31.0,-0.009889733610970453,0.06759096495230366,0.04710252900551665,0.26595744680851063,0.11403508771929827,0.1423650211777752,Calm
2006-03-10,1303.02001953125,10792160000,11.350000381469728,4.7,31.0,0.01920267928907493,-0.07873371244984695,0.032689462856311136,0.26595744680851063,0.11403508771929827,0.1375606657947067,Calm
2006-03-17,1305.0400390625,11005810000,11.210000038146973,4.7,31.0,0.0015502597818695119,-0.012334831596245932,0.030609219930938125,0.26595744680851063,0.11403508771929827,0.136867251486249,Calm
2006-03-24,1302.8900146484375,10628830000,10.949999809265137,4.7,31.0,-0.0016474777399220208,-0.02319359750196881,0.026745917714029288,0.26595744680851063,0.11403508771929827,0.13557948408061274,Calm
2006-03-31,1311.56005859375,11593030000,11.130000114440918,4.7,31.0,0.006654471097202963,0.016438384320653254,0.02942051373658089,0.26595744680851063,0.11403508771929827,0.13647101608812992,Calm
2006-04-07,1288.1199951171875,10433450000,12.760000228881836,4.7,30.0,-0.017871894865184368,0.1464510420198497,0.053640427244977085,0.25531914893617025,0.11403508771929827,0.14099822130014852,Calm
2006-04-14,1309.9300537109375,8729340000,11.31999969482422,4.7,30.0,0.01693169788251425,-0.11285270440655804,0.03224368740555547,0.25531914893617025,0.11403508771929827,0.133865974687008,Calm
2006-04-21,1305.4100341796875,11891950000,11.760000228881836,4.7,30.0,-0.0034505808294459372,0.03886930617664186,0.03878158564501591,0.25531914893617025,0.11403508771929827,0.13604527410016146,Calm
2006-04-28,1308.1199951171875,12427670000,11.989999771118164,4.7,30.0,0.0020759461522010803,0.019557783823121344,0.04219911241116908,0.25531914893617025,0.11403508771929827,0.1371844496888792,Calm
2006-05-05,1322.8499755859375,11303350000,11.779999732971191,4.6,29.0,0.01126041993374649,-0.017514599012155685,0.0390787551083574,0.2446808510638298,0.10526315789473678,0.12967425468897467,Calm
2006-05-12,1270.3199462890625,12821560000,16.260000228881836,4.6,29.0,-0.03970974053471754,0.3803056534349074,0.10564637284484124,0.2446808510638298,0.10526315789473678,0.15186346060113595,Calm
2006-05-19,1258.5699462890625,13897080000,17.360000610351562,4.6,29.0,-0.00924963827760461,0.06765069901511134,0.12199110427299675,0.2446808510638298,0.10526315789473678,0.1573117044105211,Calm
2006-05-26,1270.0899658203125,9055100000,16.440000534057617,4.6,29.0,0.009153261259111645,-0.05299539423664301,0.10832096886739284,0.2446808510638298,0.10526315789473678,0.15275499260865313,Calm
2006-06-02,1256.1500244140625,12310990000,17.799999237060547,4.6,16.0,-0.01097555431614372,0.0827249792471425,0.12852897417146603,0.10638297872340426,0.10526315789473678,0.11339170359653568,Calm
2006-06-09,1230.0400390625,13888560000,21.459999084472656,4.6,16.0,-0.020785722122436456,0.20561797776888624,0.18291233216004466,0.10638297872340426,0.10526315789473678,0.13151948959272855,Calm
2006-06-16,1252.199951171875,12670250000,15.520000457763672,4.6,16.0,0.018015602261422847,-0.27679398323026305,0.0946508334617889,0.10638297872340426,0.10526315789473678,0.10209899002664331,Calm
2006-06-23,1246.0,10332650000,15.789999961853027,4.6,16.0,-0.004951246936300224,0.01739687475036722,0.0986627133251207,0.10638297872340426,0.10526315789473678,0.10343628331442058,Calm
2006-06-30,1270.9100341796875,8950350000,14.149999618530272,4.6,16.0,0.01999200174934801,-0.1038632265538203,0.0742942079998059,0.10638297872340426,0.10526315789473678,0.09531344820598231,Calm
2006-07-07,1258.5999755859375,10413200000,14.489999771118164,4.7,7.0,-0.009686018886219228,0.024028279982611478,0.07934621641107203,0.010638297872340427,0.11403508771929827,0.06800653400090358,Calm
2006-07-14,1259.81005859375,12343020000,15.550000190734863,4.7,7.0,0.0009614516377605131,0.07315392935543863,0.09509659474204896,0.010638297872340427,0.11403508771929827,0.07325666011122922,Calm
2006-07-21,1268.4000244140625,12594030000,14.619999885559082,4.7,7.0,0.0068184610542807444,-0.05980709284684782,0.08127786751952648,0.010638297872340427,0.11403508771929827,0.06865041770372173,Calm
2006-07-28,1277.4100341796875,12856870000,14.34000015258789,4.7,7.0,0.007103444963892258,-0.019151828670516013,0.0771173958392761,0.010638297872340427,0.11403508771929827,0.06726359381030493,Calm
2006-08-04,1265.949951171875,12318090000,15.199999809265137,4.7,8.0,-0.008971342561256646,0.05997208141745003,0.08989599451386432,0.021276595744680854,0.11403508771929827,0.07506922599261448,Calm
2006-08-11,1295.4300537109375,11413420000,12.40999984741211,4.7,8.0,0.02328694156650757,-0.18355263137256006,0.04843982701679242,0.021276595744680854,0.11403508771929827,0.061250503493590513,Calm
2006-08-18,1292.989990234375,10053900000,12.399999618530272,4.7,8.0,-0.0018835933824234985,-0.0008058202260109448,0.048291235199873855,0.021276595744680854,0.11403508771929827,0.06120097288795099,Calm
2006-08-25,1305.3699951171875,9587230000,12.220000267028809,4.7,8.0,0.009574710536288444,-0.01451607718055703,0.045616653347817865,0.021276595744680854,0.11403508771929827,0.06030944560393233,Calm
2006-09-01,1300.260009765625,8219410000,13.739999771118164,4.5,13.0,-0.003914587718943041,0.12438620874588002,0.06820208521110116,0.07446808510638299,0.09649122807017546,0.07972046612921986,Calm
2006-09-08,1318.0699462890625,12353970000,11.18000030517578,4.5,13.0,0.013697211626656047,-0.18631728592336438,0.030163458650678043,0.07446808510638299,0.09649122807017546,0.06704092394241216,Calm
2006-09-15,1325.1800537109375,12808250000,11.390000343322754,4.5,13.0,0.00539433240390097,0.01878354493870238,0.033283815953489726,0.07446808510638299,0.09649122807017546,0.06808104304334939,Calm
2006-09-22,1336.5899658203125,12923100000,11.579999923706056,4.5,13.0,0.008610084401303508,0.01668126204181264,0.03610698962246431,0.07446808510638299,0.09649122807017546,0.06902210093300759,Calm
2006-09-29,1350.199951171875,12528300000,11.859999656677246,4.5,13.0,0.010182618229674922,0.024179597134365016,0.04026746130271466,0.07446808510638299,0.09649122807017546,0.07040892482642437,Calm
2006-10-06,1349.949951171875,12172550000,11.619999885559082,4.4,20.0,-0.00018515776110272775,-0.020236068976869026,0.036701342719642926,0.14893617021276595,0.08771929824561409,0.09111893705934099,Calm
